timestamp,machine_id,operating_mode,temperature_c,vibration_mm_s,pressure_kpa,current_a,rpm,ambient_c,maintenance_age_days,fault_label,fault_type
2025-01-07T06:00:00Z,M001,idle,36.247,0.667,112.284,3.044,644.5,18.899,70,0,none
2025-01-07T12:00:00Z,M001,idle,37.876,1.318,107.933,3.073,649.5,24.418,70,0,none
2025-01-07T18:00:00Z,M001,idle,36.07,1.058,118.161,3.832,635.5,20.31,70,0,none
2025-01-08T00:00:00Z,M001,idle,35.398,0.604,112.158,3.894,714.3,15.16,71,0,none
2025-01-08T06:00:00Z,M001,load,48.52,1.907,138.216,10.44,1640.4,18.258,71,0,none
2025-01-08T12:00:00Z,M001,load,48.912,2.074,138.516,11.72,1647.8,23.149,71,0,none
2025-01-08T18:00:00Z,M001,load,51.708,2.013,136.243,9.389,1500.9,21.233,71,0,none
2025-01-09T00:00:00Z,M001,load,47.535,2.091,143.206,11.768,1625.4,14.372,72,0,none
2025-01-09T06:00:00Z,M001,load,49.448,2.019,134.323,10.751,1579.9,17.952,72,0,none
2025-01-09T12:00:00Z,M001,load,52.034,2.04,135.765,11.48,1480.6,24.16,72,0,none
2025-01-09T18:00:00Z,M001,load,49.727,2.353,138.82,11.01,1577.4,20.877,72,0,none
2025-01-10T00:00:00Z,M001,load,47.874,1.976,137.724,10.953,1533.7,15.15,73,0,none
2025-01-10T06:00:00Z,M001,load,49.754,2.183,139.303,12.036,1558.5,19.295,73,0,none
2025-01-10T12:00:00Z,M001,load,51.669,1.959,132.419,10.985,1538.7,23.706,73,0,none
2025-01-10T18:00:00Z,M001,load,50.635,1.879,136.948,12.005,1605.9,20.941,73,0,none
2025-01-11T00:00:00Z,M001,load,48.953,2.035,137.129,11.578,1609.0,14.692,74,0,none
2025-01-11T06:00:00Z,M001,load,48.225,1.756,137.497,10.225,1616.4,17.865,74,0,none
2025-01-11T12:00:00Z,M001,high_load,61.56,2.967,160.198,16.874,2354.8,24.462,74,0,none
2025-01-11T18:00:00Z,M001,high_load,59.401,3.039,158.982,16.481,2295.3,20.163,74,0,none
2025-01-12T00:00:00Z,M001,high_load,60.561,2.818,165.541,16.042,2381.9,15.98,75,0,none
2025-01-12T06:00:00Z,M001,high_load,60.569,2.589,160.287,15.884,2294.3,18.047,75,0,none
2025-01-12T12:00:00Z,M001,high_load,60.263,2.774,160.124,16.947,2352.9,24.772,75,0,none
2025-01-12T18:00:00Z,M001,high_load,59.514,2.715,156.565,15.87,2254.2,21.062,75,0,none
2025-01-13T00:00:00Z,M001,idle,34.756,0.797,104.416,3.979,642.9,14.366,76,0,none
2025-01-13T06:00:00Z,M001,idle,35.819,1.186,112.371,4.483,551.1,19.799,76,0,none
2025-01-13T12:00:00Z,M001,idle,38.148,1.074,105.329,4.508,671.1,24.173,76,0,none
2025-01-13T18:00:00Z,M001,idle,37.037,0.957,111.637,4.773,644.9,21.145,76,0,none
2025-01-14T00:00:00Z,M001,idle,35.991,1.285,109.981,4.032,609.8,14.559,77,0,none
2025-01-14T06:00:00Z,M001,load,49.542,2.259,138.944,10.93,1563.0,19.374,77,0,none
2025-01-14T12:00:00Z,M001,load,52.588,1.765,135.983,11.741,1507.2,24.158,77,0,none
2025-01-14T18:00:00Z,M001,load,47.988,2.065,140.55,10.648,1590.1,20.261,77,0,none
2025-01-15T00:00:00Z,M001,load,46.259,2.161,133.341,11.143,1574.1,14.701,78,0,none
2025-01-15T06:00:00Z,M001,load,48.531,2.14,140.318,11.737,1551.0,18.055,78,0,none
2025-01-15T12:00:00Z,M001,load,49.692,2.123,137.243,11.157,1599.7,23.659,78,0,none
2025-01-15T18:00:00Z,M001,load,50.094,2.024,138.814,10.325,1607.2,21.734,78,0,none
2025-01-16T00:00:00Z,M001,load,46.524,2.156,134.859,12.213,1568.7,14.496,79,0,none
2025-01-16T06:00:00Z,M001,load,46.133,2.103,144.415,11.782,1582.9,18.436,79,0,none
2025-01-16T12:00:00Z,M001,load,49.058,2.391,134.459,12.251,1560.6,23.685,79,0,none
2025-01-16T18:00:00Z,M001,load,49.217,2.346,140.27,11.673,1557.2,20.818,79,0,none
2025-01-17T00:00:00Z,M001,load,44.981,2.178,135.268,11.103,1577.2,15.25,80,0,none
2025-01-17T06:00:00Z,M001,load,49.185,2.141,135.686,11.44,1709.1,18.675,80,0,none
2025-01-17T12:00:00Z,M001,high_load,59.64,3.13,161.602,16.641,2297.3,24.265,80,0,none
2025-01-17T18:00:00Z,M001,high_load,61.765,2.483,160.137,16.53,2290.2,21.271,80,0,none
2025-01-18T00:00:00Z,M001,high_load,58.508,2.933,160.529,15.462,2283.5,15.639,81,0,none
2025-01-18T06:00:00Z,M001,high_load,60.276,2.842,162.934,16.086,2161.5,18.357,81,0,none
2025-01-18T12:00:00Z,M001,high_load,59.185,2.568,160.044,17.293,2246.4,24.536,81,0,none
2025-01-18T18:00:00Z,M001,high_load,60.647,3.063,162.561,16.523,2255.7,21.867,81,0,none
2025-01-19T00:00:00Z,M001,idle,37.041,1.16,107.871,4.21,676.4,15.22,82,0,none
2025-01-19T06:00:00Z,M001,idle,36.867,1.029,107.939,4.431,608.5,18.199,82,0,none
2025-01-19T12:00:00Z,M001,idle,38.646,1.1,106.505,4.383,640.0,24.761,82,0,none
2025-01-19T18:00:00Z,M001,idle,38.137,1.018,111.04,4.443,628.1,19.911,82,0,none
2025-01-20T00:00:00Z,M001,idle,33.482,0.891,111.539,4.204,649.1,14.101,83,0,none
2025-01-20T06:00:00Z,M001,load,50.201,2.102,138.527,11.832,1582.5,17.755,83,0,none
2025-01-20T12:00:00Z,M001,load,51.165,1.968,136.531,11.008,1627.1,23.193,83,0,none
2025-01-20T18:00:00Z,M001,load,51.995,2.133,138.345,11.013,1596.1,21.148,83,0,none
2025-01-21T00:00:00Z,M001,load,50.019,2.281,136.92,11.065,1551.3,14.701,84,0,none
2025-01-21T06:00:00Z,M001,load,49.511,2.182,140.599,10.415,1575.2,18.201,84,0,none
2025-01-21T12:00:00Z,M001,load,50.021,2.228,135.756,11.812,1669.8,23.91,84,0,none
2025-01-21T18:00:00Z,M001,load,49.249,1.863,135.493,10.59,1562.6,21.571,84,0,none
2025-01-22T00:00:00Z,M001,load,49.982,2.258,136.22,11.426,1526.2,15.325,85,0,none
2025-01-22T06:00:00Z,M001,load,51.152,2.253,138.438,10.873,1602.2,18.02,85,0,none
2025-01-22T12:00:00Z,M001,load,49.771,2.455,135.346,11.752,1607.8,25.018,85,0,none
2025-01-22T18:00:00Z,M001,load,50.974,2.347,138.722,10.554,1561.4,22.414,85,0,none
2025-01-23T00:00:00Z,M001,load,47.181,2.201,139.187,11.232,1573.4,14.579,86,0,none
2025-01-23T06:00:00Z,M001,load,50.988,2.165,138.959,11.707,1626.1,18.547,86,0,none
2025-01-23T12:00:00Z,M001,high_load,60.973,3.031,156.862,17.48,2243.8,25.295,86,0,none
2025-01-23T18:00:00Z,M001,high_load,60.884,3.009,159.789,15.979,2305.0,21.083,86,0,none
2025-01-24T00:00:00Z,M001,high_load,57.194,2.932,158.99,16.027,2299.7,16.424,87,0,none
2025-01-24T06:00:00Z,M001,high_load,57.526,3.194,164.517,16.721,2388.8,18.491,87,0,none
2025-01-24T12:00:00Z,M001,high_load,62.291,3.024,161.79,16.464,2297.8,24.579,87,0,none
2025-01-24T18:00:00Z,M001,high_load,60.687,2.903,156.059,17.161,2283.5,21.297,87,0,none
2025-01-25T00:00:00Z,M001,idle,37.155,1.053,111.384,5.043,578.4,13.678,88,0,none
2025-01-25T06:00:00Z,M001,idle,35.86,1.024,108.535,3.782,604.2,18.494,88,0,none
2025-01-25T12:00:00Z,M001,idle,40.017,1.304,114.559,5.677,670.9,24.079,88,0,none
2025-01-25T18:00:00Z,M001,idle,37.886,1.101,106.626,4.654,728.2,21.917,88,0,none
2025-01-26T00:00:00Z,M001,idle,33.874,1.032,111.316,4.568,598.0,14.963,89,0,none
2025-01-26T06:00:00Z,M001,load,47.466,2.353,141.2,11.156,1604.6,17.971,89,0,none
2025-01-26T12:00:00Z,M001,load,53.037,2.156,140.031,10.995,1558.0,25.173,89,0,none
2025-01-26T18:00:00Z,M001,load,47.122,2.075,141.559,10.731,1451.5,21.546,89,0,none
2025-01-27T00:00:00Z,M001,load,48.392,2.169,138.237,11.627,1563.8,15.388,90,0,none
2025-01-27T06:00:00Z,M001,load,49.235,2.521,133.554,10.951,1589.4,19.602,90,0,none
2025-01-27T12:00:00Z,M001,load,49.897,2.211,139.617,11.684,1496.7,23.753,90,0,none
2025-01-27T18:00:00Z,M001,load,51.487,2.183,138.809,11.545,1631.8,21.811,90,0,none
2025-01-28T00:00:00Z,M001,load,48.137,2.161,138.557,11.642,1531.3,15.784,91,0,none
2025-01-28T06:00:00Z,M001,load,48.721,2.362,139.728,11.119,1608.1,17.159,91,0,none
2025-01-28T12:00:00Z,M001,load,52.946,1.912,136.846,11.897,1687.9,25.928,91,0,none
2025-01-28T18:00:00Z,M001,load,49.921,2.11,134.923,11.122,1568.6,22.104,91,0,none
2025-01-29T00:00:00Z,M001,load,48.411,2.357,141.348,11.676,1643.6,15.868,92,0,none
2025-01-29T06:00:00Z,M001,load,47.941,2.167,136.316,11.826,1540.3,19.667,92,0,none
2025-01-29T12:00:00Z,M001,high_load,62.388,2.931,161.581,15.909,2387.2,25.816,92,0,none
2025-01-29T18:00:00Z,M001,high_load,59.992,3.007,164.213,16.002,2274.9,22.224,92,0,none
2025-01-30T00:00:00Z,M001,high_load,59.46,3.044,159.456,15.842,2267.7,15.253,93,0,none
2025-01-30T06:00:00Z,M001,high_load,59.058,3.194,156.814,15.384,2282.3,20.209,93,0,none
2025-01-30T12:00:00Z,M001,high_load,59.964,3.067,156.813,16.33,2222.4,24.564,93,0,none
2025-01-30T18:00:00Z,M001,high_load,60.248,3.043,163.876,17.165,2269.5,20.472,93,0,none
2025-01-31T00:00:00Z,M001,idle,34.539,1.048,111.833,4.724,650.7,13.891,94,0,none
2025-01-31T06:00:00Z,M001,idle,37.097,1.258,107.583,4.38,637.6,19.02,94,0,none
2025-01-31T12:00:00Z,M001,idle,38.44,1.067,112.892,4.756,638.4,26.669,94,0,none
2025-01-31T18:00:00Z,M001,idle,39.1,0.978,107.666,5.175,596.4,21.091,94,0,none
2025-02-01T00:00:00Z,M001,idle,35.282,1.411,109.538,3.964,666.3,16.681,95,0,none
2025-02-01T06:00:00Z,M001,load,51.623,2.105,135.228,12.276,1588.1,19.216,95,0,none
2025-02-01T12:00:00Z,M001,load,50.784,2.336,137.841,10.182,1598.5,24.719,95,0,none
2025-02-01T18:00:00Z,M001,load,52.046,2.274,144.453,11.298,1609.9,21.976,95,0,none
2025-02-02T00:00:00Z,M001,load,47.39,2.25,140.912,11.244,1546.7,15.509,96,0,none
2025-02-02T06:00:00Z,M001,load,51.036,1.836,138.248,11.156,1572.3,18.156,96,0,none
2025-02-02T12:00:00Z,M001,load,53.134,2.458,138.477,11.114,1661.9,25.662,96,0,none
2025-02-02T18:00:00Z,M001,load,47.663,1.934,138.861,10.661,1528.5,20.673,96,0,none
2025-02-03T00:00:00Z,M001,load,45.853,2.194,139.261,10.743,1577.4,15.082,97,0,none
2025-02-03T06:00:00Z,M001,load,50.454,2.275,134.851,11.387,1574.7,19.828,97,0,none
2025-02-03T12:00:00Z,M001,load,52.758,1.956,141.796,10.606,1526.8,25.418,97,0,none
2025-02-03T18:00:00Z,M001,load,51.175,2.254,139.477,11.088,1592.9,21.443,97,0,none
2025-02-04T00:00:00Z,M001,load,51.257,2.431,137.247,10.83,1535.5,16.412,98,0,none
2025-02-04T06:00:00Z,M001,load,52.682,2.159,134.412,10.733,1603.2,20.866,98,0,none
2025-02-04T12:00:00Z,M001,high_load,62.841,3.034,161.832,17.411,2189.1,25.143,98,0,none
2025-02-04T18:00:00Z,M001,high_load,61.104,2.584,158.574,16.955,2339.7,22.078,98,0,none
2025-02-05T00:00:00Z,M001,high_load,60.061,3.13,161.83,16.204,2236.5,14.92,99,0,none
2025-02-05T06:00:00Z,M001,high_load,56.411,3.121,156.634,16.134,2353.9,19.297,99,0,none
2025-02-05T12:00:00Z,M001,high_load,62.244,3.062,160.75,16.277,2238.7,25.242,99,0,none
2025-02-05T18:00:00Z,M001,high_load,57.865,3.157,165.073,17.122,2242.7,22.799,99,0,none
2025-02-06T00:00:00Z,M001,idle,36.754,1.181,111.499,4.381,639.6,16.611,100,0,none
2025-02-06T06:00:00Z,M001,idle,37.432,1.437,103.13,4.309,665.0,20.581,100,0,none
2025-02-06T12:00:00Z,M001,idle,38.383,1.703,109.904,3.881,669.2,25.779,100,0,none
2025-02-06T18:00:00Z,M001,idle,37.152,1.361,104.003,4.257,637.8,22.202,100,0,none
2025-02-07T00:00:00Z,M001,idle,35.587,1.29,109.613,4.803,722.6,15.481,101,0,none
2025-02-07T06:00:00Z,M001,load,50.203,2.441,140.642,11.475,1533.2,19.498,101,0,none
2025-02-07T12:00:00Z,M001,load,52.936,2.448,139.301,11.839,1613.3,25.421,101,0,none
2025-02-07T18:00:00Z,M001,load,50.426,2.024,137.456,11.504,1558.9,22.005,101,0,none
2025-02-08T00:00:00Z,M001,load,48.846,2.046,136.637,11.787,1585.7,15.776,102,0,none
2025-02-08T06:00:00Z,M001,load,48.109,2.209,139.301,10.701,1584.4,19.675,102,0,none
2025-02-08T12:00:00Z,M001,load,52.052,1.752,136.657,11.12,1508.3,24.682,102,0,none
2025-02-08T18:00:00Z,M001,load,49.833,2.447,138.338,10.694,1663.3,20.795,102,0,none
2025-02-09T00:00:00Z,M001,load,47.99,2.389,134.133,10.903,1632.3,15.272,103,0,none
2025-02-09T06:00:00Z,M001,load,47.757,2.333,136.877,11.552,1535.3,19.143,103,0,none
2025-02-09T12:00:00Z,M001,load,53.09,2.417,136.277,12.686,1587.9,25.498,103,0,none
2025-02-09T18:00:00Z,M001,load,52.111,4.447,134.654,11.392,1490.6,22.971,103,1,bearing_wear
2025-02-10T00:00:00Z,M001,load,46.537,2.245,134.71,11.536,1532.5,14.918,104,0,none
2025-02-10T06:00:00Z,M001,load,49.373,2.263,141.393,11.441,1649.0,19.708,104,0,none
2025-02-10T12:00:00Z,M001,high_load,61.682,2.954,163.105,16.781,2301.4,26.318,104,0,none
2025-02-10T18:00:00Z,M001,high_load,72.337,3.107,159.213,17.091,2247.5,22.74,104,1,cooling_degradation
2025-02-11T00:00:00Z,M001,high_load,60.056,3.017,158.572,17.319,2312.1,15.725,105,0,none
2025-02-11T06:00:00Z,M001,high_load,61.178,3.29,159.171,15.943,2267.4,19.715,105,0,none
2025-02-11T12:00:00Z,M001,high_load,62.654,2.901,160.468,16.119,2303.4,26.072,105,0,none
2025-02-11T18:00:00Z,M001,high_load,61.503,3.177,161.743,17.027,2204.8,21.187,105,0,none
2025-02-12T00:00:00Z,M001,idle,37.117,1.7,107.845,4.194,531.4,16.549,106,0,none
2025-02-12T06:00:00Z,M001,idle,34.925,1.172,107.914,5.011,634.9,19.059,106,0,none
2025-02-12T12:00:00Z,M001,idle,39.234,1.395,113.307,4.927,675.5,25.66,106,0,none
2025-02-12T18:00:00Z,M001,idle,34.449,1.166,111.716,4.595,754.5,22.363,106,0,none
2025-02-13T00:00:00Z,M001,idle,37.076,1.291,107.394,4.603,522.6,15.831,107,0,none
2025-02-13T06:00:00Z,M001,load,51.482,2.028,138.666,12.354,1542.3,20.41,107,0,none
2025-02-13T12:00:00Z,M001,load,52.231,2.185,138.804,12.026,1651.1,25.266,107,0,none
2025-02-13T18:00:00Z,M001,load,51.866,2.237,139.121,11.836,1590.6,21.505,107,0,none
2025-02-14T00:00:00Z,M001,load,48.652,2.157,140.291,11.877,1560.4,16.104,108,0,none
2025-02-14T06:00:00Z,M001,load,52.313,2.238,139.634,11.141,1625.7,18.474,108,0,none
2025-02-14T12:00:00Z,M001,load,52.871,2.232,139.527,12.012,1593.7,26.111,108,0,none
2025-02-14T18:00:00Z,M001,load,49.645,2.256,136.277,11.439,1560.5,22.89,108,0,none
2025-02-15T00:00:00Z,M001,load,46.697,2.414,137.613,11.372,1536.9,16.567,109,0,none
2025-02-15T06:00:00Z,M001,load,50.89,2.308,142.148,10.768,1685.3,18.734,109,0,none
2025-02-15T12:00:00Z,M001,load,50.904,2.629,136.877,12.134,1673.9,24.576,109,0,none
2025-02-15T18:00:00Z,M001,load,49.459,2.59,133.116,11.075,1629.6,22.017,109,0,none
2025-02-16T00:00:00Z,M001,load,50.393,2.443,139.612,12.536,1601.3,14.448,110,0,none
2025-02-16T06:00:00Z,M001,load,51.456,2.575,142.196,11.053,1621.3,20.247,110,0,none
2025-02-16T12:00:00Z,M001,high_load,60.587,3.194,157.622,16.369,2215.7,26.192,110,0,none
2025-02-16T18:00:00Z,M001,high_load,63.556,3.228,158.241,17.146,2331.6,23.435,110,0,none
2025-02-17T00:00:00Z,M001,high_load,59.324,3.223,156.093,15.99,2174.7,16.662,111,0,none
2025-02-17T06:00:00Z,M001,high_load,59.589,3.07,160.421,15.972,2270.5,19.219,111,0,none
2025-02-17T12:00:00Z,M001,high_load,61.791,3.27,158.744,16.233,2317.9,26.239,111,0,none
2025-02-17T18:00:00Z,M001,high_load,57.746,3.019,156.996,17.1,2393.8,21.426,111,0,none
2025-02-18T00:00:00Z,M001,idle,35.166,1.364,107.965,3.985,513.0,15.388,112,0,none
2025-02-18T06:00:00Z,M001,idle,36.842,1.062,105.336,5.01,645.4,19.665,112,0,none
2025-02-18T12:00:00Z,M001,idle,39.873,1.409,109.089,3.729,708.0,24.998,112,0,none
2025-02-18T18:00:00Z,M001,idle,39.028,2.251,113.171,3.875,724.6,22.951,112,1,bearing_wear
2025-02-19T00:00:00Z,M001,idle,34.458,1.255,107.206,4.381,584.1,16.229,113,0,none
2025-02-19T06:00:00Z,M001,load,51.846,2.457,138.218,11.62,1588.4,19.394,113,0,none
2025-02-19T12:00:00Z,M001,load,51.551,2.7,135.986,11.699,1675.2,24.702,113,0,none
2025-02-19T18:00:00Z,M001,load,50.193,2.235,133.137,11.485,1489.3,21.939,113,0,none
2025-02-20T00:00:00Z,M001,load,49.626,2.187,136.713,10.956,1622.4,15.369,114,0,none
2025-02-20T06:00:00Z,M001,load,50.124,2.339,139.859,12.155,1566.5,19.601,114,0,none
2025-02-20T12:00:00Z,M001,load,53.536,2.173,137.815,11.874,1548.2,25.383,114,0,none
2025-02-20T18:00:00Z,M001,load,51.804,2.016,137.484,11.603,1546.5,21.594,114,0,none
2025-02-21T00:00:00Z,M001,load,50.824,2.602,141.041,11.406,1670.9,15.969,115,0,none
2025-02-21T06:00:00Z,M001,load,52.369,2.281,133.803,11.427,1621.6,20.864,115,0,none
2025-02-21T12:00:00Z,M001,load,51.252,2.566,135.392,11.401,1536.7,25.712,115,0,none
2025-02-21T18:00:00Z,M001,load,51.666,2.218,138.609,11.278,1642.3,22.854,115,0,none
2025-02-22T00:00:00Z,M001,load,50.639,2.426,136.439,11.495,1547.6,16.043,116,0,none
2025-02-22T06:00:00Z,M001,load,53.83,2.223,138.764,11.485,1658.5,19.915,116,0,none
2025-02-22T12:00:00Z,M001,high_load,60.835,3.167,158.487,15.996,2347.5,25.368,116,0,none
2025-02-22T18:00:00Z,M001,high_load,61.149,3.286,160.644,17.409,2344.6,23.115,116,0,none
2025-02-23T00:00:00Z,M001,high_load,57.394,3.186,161.23,17.429,2312.0,16.745,117,0,none
2025-02-23T06:00:00Z,M001,high_load,60.472,3.285,129.377,17.065,2357.3,20.898,117,1,pressure_leak
2025-02-23T12:00:00Z,M001,high_load,62.541,3.298,159.783,16.025,2327.9,26.067,117,0,none
2025-02-23T18:00:00Z,M001,high_load,60.922,3.35,158.212,16.876,2376.6,23.267,117,0,none
2025-02-24T00:00:00Z,M001,idle,35.271,1.216,109.916,5.268,716.0,16.317,118,0,none
2025-02-24T06:00:00Z,M001,idle,35.133,1.212,107.567,5.121,678.3,19.441,118,0,none
2025-02-24T12:00:00Z,M001,idle,39.642,1.433,108.064,4.561,782.2,25.111,118,0,none
2025-02-24T18:00:00Z,M001,idle,40.989,1.535,106.035,5.483,595.0,22.017,118,0,none
2025-02-25T00:00:00Z,M001,idle,35.044,1.267,109.161,5.033,748.0,16.207,119,0,none
2025-02-25T06:00:00Z,M001,load,49.82,2.643,131.803,11.845,1489.1,19.929,119,0,none
2025-02-25T12:00:00Z,M001,load,51.403,2.434,141.164,11.454,1612.9,27.456,119,0,none
2025-02-25T18:00:00Z,M001,load,55.467,2.505,137.729,11.02,1643.6,23.387,119,0,none
2025-02-26T00:00:00Z,M001,load,49.729,2.185,136.704,11.519,1654.4,16.976,120,0,none
2025-02-26T06:00:00Z,M001,load,52.312,2.318,133.722,11.019,1685.2,20.038,120,0,none
2025-02-26T12:00:00Z,M001,load,53.767,2.318,137.543,11.593,1614.6,26.636,120,0,none
2025-02-26T18:00:00Z,M001,load,52.168,2.415,137.519,10.864,1579.8,21.599,120,0,none
2025-02-27T00:00:00Z,M001,load,48.349,2.467,135.61,11.514,1632.3,16.898,121,0,none
2025-02-27T06:00:00Z,M001,load,51.628,2.35,137.719,11.573,1532.7,20.838,121,0,none
2025-02-27T12:00:00Z,M001,load,54.17,4.655,142.044,11.307,1610.3,26.628,121,1,bearing_wear
2025-02-27T18:00:00Z,M001,load,51.448,2.182,139.114,11.242,1633.3,22.571,121,0,none
2025-02-28T00:00:00Z,M001,load,47.143,2.221,137.442,12.237,1586.7,16.373,122,0,none
2025-02-28T06:00:00Z,M001,load,51.632,2.5,132.002,11.216,1595.6,19.943,122,0,none
2025-02-28T12:00:00Z,M001,high_load,62.833,3.169,160.325,16.765,2324.8,25.12,122,0,none
2025-02-28T18:00:00Z,M001,high_load,63.863,3.083,158.18,16.039,2314.7,22.713,122,0,none
2025-03-01T00:00:00Z,M001,high_load,59.676,3.108,157.746,17.499,2185.1,17.297,123,0,none
2025-03-01T06:00:00Z,M001,high_load,60.645,3.232,159.398,17.139,2293.9,19.658,123,0,none
2025-03-01T12:00:00Z,M001,high_load,61.969,3.242,160.699,16.908,2322.7,25.543,123,0,none
2025-03-01T18:00:00Z,M001,high_load,66.274,3.01,157.689,16.746,2308.3,24.39,123,0,none
2025-03-02T00:00:00Z,M001,idle,37.4,1.449,106.193,4.463,690.7,16.426,124,0,none
2025-03-02T06:00:00Z,M001,idle,38.364,1.368,107.056,5.402,671.0,20.82,124,0,none
2025-03-02T12:00:00Z,M001,idle,41.904,1.313,104.713,5.21,676.4,26.279,124,0,none
2025-03-02T18:00:00Z,M001,idle,40.156,1.586,106.667,4.304,533.6,22.996,124,0,none
2025-03-03T00:00:00Z,M001,idle,38.088,1.42,109.928,4.362,660.1,17.321,125,0,none
2025-03-03T06:00:00Z,M001,load,50.868,2.568,136.406,11.596,1589.0,20.388,125,0,none
2025-03-03T12:00:00Z,M001,load,52.793,2.712,136.51,11.694,1572.9,26.749,125,0,none
2025-03-03T18:00:00Z,M001,load,52.525,2.559,136.42,11.408,1547.3,22.517,125,0,none
2025-03-04T00:00:00Z,M001,load,53.855,2.564,139.526,11.189,1586.5,17.696,126,0,none
2025-03-04T06:00:00Z,M001,load,51.114,2.436,124.394,11.266,1533.9,18.899,126,1,pressure_leak
2025-03-04T12:00:00Z,M001,load,51.997,2.308,135.944,10.724,1514.9,26.065,126,0,none
2025-03-04T18:00:00Z,M001,load,52.861,2.319,133.124,11.508,1630.5,22.39,126,0,none
2025-03-05T00:00:00Z,M001,load,49.93,2.428,139.133,11.162,1634.5,17.156,127,0,none
2025-03-05T06:00:00Z,M001,load,51.509,2.533,141.03,11.701,1631.0,19.834,127,0,none
2025-03-05T12:00:00Z,M001,load,54.431,2.665,139.01,11.043,1564.8,26.325,127,0,none
2025-03-05T18:00:00Z,M001,load,50.132,2.318,135.183,12.165,1645.4,22.927,127,0,none
2025-03-06T00:00:00Z,M001,load,48.569,2.308,138.85,12.065,1566.2,16.378,128,0,none
2025-03-06T06:00:00Z,M001,load,51.46,2.622,137.013,11.972,1583.5,20.084,128,0,none
2025-03-06T12:00:00Z,M001,high_load,62.761,3.19,162.203,17.451,2303.4,26.896,128,0,none
2025-03-06T18:00:00Z,M001,high_load,63.714,5.414,156.192,16.416,2256.3,22.529,128,1,bearing_wear
2025-03-07T00:00:00Z,M001,high_load,61.731,3.095,156.566,17.018,2270.5,15.125,129,0,none
2025-03-07T06:00:00Z,M001,high_load,61.813,3.474,160.51,17.904,2339.3,20.459,129,0,none
2025-03-07T12:00:00Z,M001,high_load,61.231,3.46,159.735,16.788,2258.5,27.392,129,0,none
2025-03-07T18:00:00Z,M001,high_load,63.68,5.397,158.262,16.991,2325.9,21.582,129,1,bearing_wear
2025-03-08T00:00:00Z,M001,idle,34.64,1.448,105.202,5.363,648.1,16.525,130,0,none
2025-03-08T06:00:00Z,M001,idle,37.993,1.464,103.951,4.596,662.8,20.837,130,0,none
2025-03-08T12:00:00Z,M001,idle,40.547,1.574,109.896,4.978,681.6,26.244,130,0,none
2025-03-08T18:00:00Z,M001,idle,37.483,1.576,110.182,3.719,736.4,21.348,130,0,none
